SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult_Detected_ND,PSP_HPLCResultHighValueCalculatedFromMU,PSPAverageMBAResult,TotalOA_DTXs_PTXsHighValueCalculatedFromMU,TotalAZAsHighValueCalculatedFromMU,TotalYTXsHighValueCalculatedFromMU,DSP_MBAResultPS_NG,DomoicAcid,ActionRequired
BTX/2012/0595,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2012-03-13,2012-03-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0596,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan ,2012-03-13,2012-03-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0597,Fal,B033Z,Cornwall PHA,SW84073879,T Pontoon,2012-03-13,2012-03-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0598,St Ives Bay,B088G,Cornwall PHA,SW54323928,St Ives Central,2012-03-13,2012-03-14,Razors,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0599,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2012-03-13,2012-03-14,Native oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0600,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2012-03-13,2012-03-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0601,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands ,2012-03-13,2012-03-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0602,Liverpool Bay - Wirral,B058R,Mersey PHA,SJ29539425,Harrison Drive East,2012-03-13,2012-03-14,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0603,Lune,B066G,Wyre BC,SD34004870,Knott Spit ,2012-03-13,2012-03-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0604,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2012-03-13,2012-03-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0605,The Wash,B004O,Kings Lynn & West Norfolk BC,TF65803700,Heacham South,2012-03-13,2012-03-14,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0606,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2012-03-13,2012-03-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0607,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm ,2012-03-14,2012-03-14,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0631,The Wash,B004H,Kings Lynn & West Norfolk BC,TF52102890,Breast Sand,2012-03-13,2012-03-15,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0632,West Mersea,B013U,Colchester BC,TM03021211,Mersea Flats,2012-03-14,2012-03-15,Pacific oysters,ND,,,<RL,<RL,<RL,,1.1,
BTX/2012/0633,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger ,2012-03-14,2012-03-15,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0635,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2012-03-14,2012-03-15,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0636,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2012-03-14,2012-03-15,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0637,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2012-03-14,2012-03-15,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0638,Ravenglass,B053D,Copeland DC,SD08139555,Ravenglass,2012-03-13,2012-03-15,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0641,West Mersea,B013D,Colchester BC,TL99101260,Salcott ,2012-03-15,2012-03-16,Native oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0664,Deben,B010L,Suffolk Coastal DC,TM29834380,Girlings Hard,2012-03-19,2012-03-20,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0665,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos-on-Sea ,2012-03-19,2012-03-20,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0666,Roach,B073C,London PHA,TQ95699247,Paglesham Reach ,2012-03-19,2012-03-20,Native oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0697,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point ,2012-03-20,2012-03-21,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0698,Camel,B035X,Cornwall CC,SW93427533,Porthilley Cove,2012-03-20,2012-03-21,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0699,Helford,B034P,Cornwall PHA,SW77252652,Bosahan,2012-03-20,2012-03-21,Pacific oysters,ND,,,<RL,<RL,<RL,,1.5,
BTX/2012/0700,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2012-03-20,2012-03-21,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0701,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point,2012-03-20,2012-03-21,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0702,Walton Backwaters,B011R,Tendring DC,TM22142478,Kirby Creek ,2012-03-20,2012-03-21,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0717,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2012-03-21,2012-03-22,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0718,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe ,2012-03-21,2012-03-22,Native oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0719,Yealm,B031L,Plymouth PHA,SX54224904,Thorn,2012-03-21,2012-03-22,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0725,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2012-03-22,2012-03-23,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0726,Beaulieu,B023E,New Forest DC,SU39600145,Baileys Hard,2012-03-22,2012-03-23,Manila clams,ND,,,,,,NG,<LOQ,
BTX/2012/0751,Milford Haven,B39CM,Pembrokeshire CC,SN01060614,Lawrenny Quay,2012-03-25,2012-03-27,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0752,Three Rivers,B071D,Carmarthenshire CC,SN33200860,Ginst Point - West,2012-03-26,2012-03-27,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0753,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels ,2012-03-26,2012-03-27,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0754,Milford Haven,B39CO,Pembrokeshire CC,SM88770325,Sawdern Point,2012-03-25,2012-03-27,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0755,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2012-03-25,2012-03-27,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0756,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S ,2012-03-26,2012-03-27,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0757,Burry Inlet,B038B,Carmarthenshire CC,SS47959886,North (West),2012-03-26,2012-03-27,Cockles,ND,,,<RL,<RL,<RL,,1.2,
BTX/2012/0785,Conwy,B044H,Conwy CBC,SH76107970,Morfa ,2012-03-27,2012-03-28,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0798,Crouch,B015M,Maldon DC,TQ89209730,Althorne Creek,2012-03-28,2012-03-29,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0799,Swale,B076A,Swale BC,TQ97006640,Swale BC/1 ,2012-03-28,2012-03-29,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0803,Dee,B045Q,Wirral BC,SJ21038497,West Kirby,2012-03-29,2012-03-30,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0832,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2012-04-02,2012-04-03,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0833,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2012-04-02,2012-04-03,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0834,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2012-04-02,2012-04-03,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0835,Fal,B033Z,Cornwall PHA,SW84073879,T Pontoon,2012-04-02,2012-04-03,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0836,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan ,2012-04-02,2012-04-03,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0837,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek ,2012-04-02,2012-04-03,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0838,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2012-04-02,2012-04-03,Native oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0839,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2012-04-02,2012-04-03,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0840,Exe,B026E,Teignbridge DC,SX97788091,Pool,2012-04-02,2012-04-03,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0841,Teign,B027G,Teignbridge DC,SX9272972839,Gas Works ,2012-04-02,2012-04-03,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0842,Southampton Water,B021U,Southampton PHA,SU44640845,Near Netley Castle,2012-04-02,2012-04-03,Manila clams,ND,,,,,,,<LOQ,
BTX/2012/0845,Portland,B25AA,Weymouth PHA,SY6925477458,Lyme Bay Shellfish,2012-04-03,2012-04-03,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0876,St Ives Bay,B088G,Cornwall PHA,SW54323928,St Ives Central,2012-04-03,2012-04-04,Razors,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0877,Blakeney,B006R,North Norfolk DC,TF91814545,Wells - The Pool,2012-04-03,2012-04-04,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0878,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos-on-Sea ,2012-04-03,2012-04-04,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0913,Milford Haven,B39CO,Pembrokeshire CC,SM88770325,Sawdern Point,2012-04-09,2012-04-11,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0914,Milford Haven,B39CM,Pembrokeshire CC,SN010062,Lawrenny Quay,2012-04-09,2012-04-11,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0915,Milford Haven,B039H,Pembrokeshire CC,SN001086,Coedcanlas Spit,2012-04-09,2012-04-11,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0916,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2012-04-10,2012-04-11,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0917,Holy Island - Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2012-04-10,2012-04-11,Pacific oysters,Detected,<RL,,<RL,15,<RL,,<LOQ,
BTX/2012/0918,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2012-04-10,2012-04-11,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0919,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2012-04-10,2012-04-11,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0920,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm ,2012-04-11,2012-04-11,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0948,The Wash,B003L,Boston BC,TF47604700,Wrangle,2012-04-10,2012-04-12,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0949,Blackwater,B014H,Maldon DC,TM050000,Ray Sands ,2012-04-11,2012-04-12,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0950,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2012-04-11,2012-04-12,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0951,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD185706,Cocken Tunnel,2012-04-11,2012-04-12,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0952,West Mersea,B013U,Colchester BC,TM03021211,Mersea Flats,2012-04-11,2012-04-12,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0953,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2012-04-11,2012-04-12,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0954,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD233647,Roa Island,2012-04-11,2012-04-12,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0955,The Wash,B003D,Boston BC,TF44443712,Maretail,2012-04-10,2012-04-12,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0956,Helford,B034P,Cornwall PHA,SW77252652,Bosahan,2012-04-11,2012-04-12,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0957,The Wash,B004H,Kings Lynn & West Norfolk BC,TF52172974,Breast Sand,2012-04-10,2012-04-12,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0963,Dee,B045Q,Wirral BC,SJ21038497,West Kirby,2012-04-12,2012-04-13,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0992,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2012-04-16,2012-04-17,Mussels,ND,,,,,,,,
BTX/2012/0993,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2012-04-16,2012-04-17,Mussels,ND,,,,,,,,
BTX/2012/0994,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2012-04-16,2012-04-17,Mussels,,,,<RL,<RL,<RL,,,
BTX/2012/1023,Helford,B034P,Cornwall PHA,SW77252652,Bosahan,2012-04-17,2012-04-18,Pacific oysters,ND,,,,,,,,
BTX/2012/1024,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2012-04-17,2012-04-18,Native oysters,ND,,,,,,,,
BTX/2012/1025,Fal,B033Z,Cornwall PHA,SW84073879,T Pontoon,2012-04-17,2012-04-18,Mussels,ND,,,,,,,,
BTX/2012/1026,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan ,2012-04-17,2012-04-18,Mussels,ND,,,,,,,,
BTX/2012/1027,Deben,B010L,Suffolk Coastal DC,TM29834380,Girlings Hard,2012-04-17,2012-04-18,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/1036,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2012-04-18,2012-04-19,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/1037,Yealm,B031L,Plymouth PHA,SX54224904,Thorn,2012-04-18,2012-04-19,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/1038,Taw/Torridge,B036N,Torridge DC,SS45953106,Appledore Lifeboat Slipway ,2012-04-18,2012-04-19,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/1039,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow ,2012-04-18,2012-04-19,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/1040,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point,2012-04-18,2012-04-19,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/1041,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2012-04-18,2012-04-19,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/1042,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point ,2012-04-18,2012-04-19,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/1049,West Mersea,B013D,Colchester BC,TL99101260,Salcott ,2012-04-19,2012-04-20,Native oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/1071,Menai Strait - East,B055D,Gwynedd CC,SH57587302,Bangor ,2012-04-22,2012-04-24,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
